Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/09/23 10:00:00 AM,2018/09/23,10:00,2018,Sunday,2018/10/07 03:04:00 PM,72308328150,723083,180760138,182802326,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,17TH ST \ DEARBORN ST,25687000,Mission,Mission,8,37.76322118233464,-122.42307492896889,"(37.76322118233464, -122.42307492896889)"
2018/10/07 01:03:00 PM,2018/10/07,13:03,2018,Sunday,2018/10/07 01:08:00 PM,72308412080,723084,180759909,182801873,II,Initial,,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",Cite or Arrest Adult,TURK ST \ MARKET ST \ MASON ST,24898000,Tenderloin,South of Market,6,37.78328785199654,-122.40895216005933,"(37.78328785199654, -122.40895216005933)"
2018/10/07 01:03:00 PM,2018/10/07,13:03,2018,Sunday,2018/10/07 01:08:00 PM,72308412100,723084,180759909,182801873,II,Initial,,12100,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession of Loaded",Cite or Arrest Adult,TURK ST \ MARKET ST \ MASON ST,24898000,Tenderloin,South of Market,6,37.78328785199654,-122.40895216005933,"(37.78328785199654, -122.40895216005933)"
2018/10/07 01:03:00 PM,2018/10/07,13:03,2018,Sunday,2018/10/07 01:08:00 PM,72308416780,723084,180759909,182801873,II,Initial,,16780,Drug Violation,Drug Violation,"Firearm, Armed While Possessing Controlled Substance",Cite or Arrest Adult,TURK ST \ MARKET ST \ MASON ST,24898000,Tenderloin,South of Market,6,37.78328785199654,-122.40895216005933,"(37.78328785199654, -122.40895216005933)"
2018/10/06 07:00:00 PM,2018/10/06,19:00,2018,Saturday,2018/10/07 11:09:00 AM,72308505151,723085,180759830,182801463,II,Initial,,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,FULTON ST \ LA PLAYA,27978000,Richmond,Outer Richmond,1,37.771396030943585,-122.50989475109745,"(37.771396030943585, -122.50989475109745)"
2018/10/07 01:00:00 PM,2018/10/07,13:00,2018,Sunday,2018/10/07 02:30:00 PM,72308606111,723086,180760075,182802198,II,Initial,,06111,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, <$50",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Tenderloin,South of Market,6,37.78574398866823,-122.4058310124795,"(37.78574398866823, -122.4058310124795)"
2018/10/07 12:54:00 PM,2018/10/07,12:54,2018,Sunday,2018/10/07 03:13:00 PM,72308706244,723087,180760166,182802364,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,15TH ST \ MISSION ST,24171000,Mission,Mission,9,37.76667360056878,-122.41982523539403,"(37.76667360056878, -122.41982523539403)"
2018/10/07 02:17:00 PM,2018/10/07,14:17,2018,Sunday,2018/10/07 02:25:00 PM,72308828100,723088,180760116,182802158,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,UNITED NATIONS PLZ \ LEAVENWORTH ST,30044000,Tenderloin,Tenderloin,6,37.77999173926721,-122.41348740024354,"(37.77999173926721, -122.41348740024354)"
2018/10/07 02:17:00 PM,2018/10/07,14:17,2018,Sunday,2018/10/07 02:25:00 PM,72308864085,723088,180760116,182802158,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,UNITED NATIONS PLZ \ LEAVENWORTH ST,30044000,Tenderloin,Tenderloin,6,37.77999173926721,-122.41348740024354,"(37.77999173926721, -122.41348740024354)"
2018/10/07 12:00:00 PM,2018/10/07,12:00,2018,Sunday,2018/10/07 03:54:00 PM,72308971000,723089,180760194,182802578,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,OFARRELL ST \ SECURITY PACIFIC PL,24656000,Tenderloin,Financial District/South Beach,3,37.786747617678444,-122.40534607993492,"(37.786747617678444, -122.40534607993492)"
2018/10/07 12:38:00 PM,2018/10/07,12:38,2018,Sunday,2018/10/07 01:06:00 PM,72309006364,723090,180760122,182801864,II,Initial,,06364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2018/10/07 10:00:00 AM,2018/10/07,10:00,2018,Sunday,2018/10/07 04:00:00 PM,72309107025,723091,180760235,182802662,VI,Vehicle Initial,,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,OAKDALE AVE \ RANKIN ST,20748000,Bayview,Bayview Hunters Point,10,37.73884664690457,-122.39780954703679,"(37.73884664690457, -122.39780954703679)"
2018/10/06 12:00:00 PM,2018/10/06,12:00,2018,Saturday,2018/10/07 04:11:00 PM,72309271000,723092,180760229,182802654,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,VAN NESS AVE \ BAY ST,26705000,Northern,Russian Hill,2,37.804145844453586,-122.42510952213698,"(37.804145844453586, -122.42510952213698)"
2018/10/05 06:30:00 PM,2018/10/05,18:30,2018,Friday,2018/10/07 04:18:00 PM,72309307023,723093,180760241,182802685,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,FILLMORE ST \ OFARRELL ST,26589000,Northern,Western Addition,5,37.78329259065825,-122.43270618085734,"(37.78329259065825, -122.43270618085734)"
2018/10/07 12:15:00 PM,2018/10/07,12:15,2018,Sunday,2018/10/07 12:25:00 PM,72309464020,723094,180759818,182801720,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,PAGE ST \ DIVISADERO ST,26029000,Northern,Haight Ashbury,5,37.77220371162243,-122.43723493300963,"(37.77220371162243, -122.43723493300963)"
2018/10/07 10:00:00 AM,2018/10/07,10:00,2018,Sunday,2018/10/07 04:24:00 PM,72309506244,723095,180760285,182802724,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FULTON ST \ 10TH AVE,27262000,Richmond,Golden Gate Park,1,37.7733038331604,-122.46802391783669,"(37.7733038331604, -122.46802391783669)"
2018/10/07 02:56:00 PM,2018/10/07,14:56,2018,Sunday,2018/10/07 02:56:00 PM,72309607041,723096,180754818,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/10/06 10:00:00 PM,2018/10/06,22:00,2018,Saturday,2018/10/07 02:06:00 AM,72309706244,723097,180758901,182800333,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,SUTTER ST \ FRANKLIN ST,25220000,Northern,Western Addition,2,37.78733916252147,-122.42340359434829,"(37.78733916252147, -122.42340359434829)"
2018/10/07 07:30:00 AM,2018/10/07,07:30,2018,Sunday,2018/10/07 04:20:00 PM,72309864070,723098,180760257,182802696,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,03RD ST \ MINNA ST,24609000,Southern,Financial District/South Beach,6,37.78582921318811,-122.40148983641853,"(37.78582921318811, -122.40148983641853)"
2018/10/07 03:35:00 PM,2018/10/07,15:35,2018,Sunday,2018/10/07 03:43:00 PM,72309962050,723099,180760213,182802518,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,22ND ST \ CAPP ST,24082000,Mission,Mission,9,37.75550249751555,-122.417658993747,"(37.75550249751555, -122.417658993747)"
2018/10/07 02:22:00 PM,2018/10/07,14:22,2018,Sunday,2018/10/07 02:24:00 PM,72310027130,723100,180760150,182802173,II,Initial,,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,KENNY ALY \ MISSION ST,21736000,Ingleside,Outer Mission,11,37.71930935913096,-122.43886348695386,"(37.71930935913096, -122.43886348695386)"
2018/10/06 07:08:00 AM,2018/10/06,07:08,2018,Saturday,2018/10/07 02:15:00 PM,72310106374,723101,180760031,182802126,II,Initial,,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,PARK ST \ HOLLY PARK CIR,21235000,Ingleside,Bernal Heights,9,37.7364483384327,-122.4192927974165,"(37.7364483384327, -122.4192927974165)"
2018/10/07 04:22:00 PM,2018/10/07,16:22,2018,Sunday,2018/10/07 04:31:00 PM,72310262020,723102,180760291,182802713,II,Initial,,62020,Warrant,Warrant,"Warrant Arrest, Enroute To Dept. Of Corrections",Cite or Arrest Adult,FULTON ST \ 30TH AVE,27813000,Richmond,Outer Richmond,1,37.77232547271399,-122.48953948142545,"(37.77232547271399, -122.48953948142545)"
2018/10/07 04:22:00 PM,2018/10/07,16:22,2018,Sunday,2018/10/07 04:31:00 PM,72310262050,723102,180760291,182802713,II,Initial,,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,FULTON ST \ 30TH AVE,27813000,Richmond,Outer Richmond,1,37.77232547271399,-122.48953948142545,"(37.77232547271399, -122.48953948142545)"
2018/10/07 04:30:00 PM,2018/10/07,16:30,2018,Sunday,2018/10/07 05:28:00 PM,72310472000,723104,180760401,182803049,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,UNION ST \ KEARNY ST,25338000,Central,North Beach,3,37.800834507977164,-122.40602391578558,"(37.800834507977164, -122.40602391578558)"
2018/09/26 12:01:00 AM,2018/09/26,00:01,2018,Wednesday,2018/10/07 03:52:00 PM,72310506246,723105,180760207,182802490,II,Initial,,06246,Larceny Theft,Larceny Theft - Other,"License Plate or Tab, Theft of",Open or Active,RIVAS AVE \ GONZALEZ DR,23093000,Taraval,Lakeshore,7,37.71753059977352,-122.48154283574766,"(37.71753059977352, -122.48154283574766)"
2018/09/26 12:01:00 AM,2018/09/26,00:01,2018,Wednesday,2018/10/07 03:52:00 PM,72310507200,723105,180760207,182802490,II,Initial,,07200,Forgery And Counterfeiting,Forgery And Counterfeiting,"Vehicle Registration, False Evidence of",Open or Active,RIVAS AVE \ GONZALEZ DR,23093000,Taraval,Lakeshore,7,37.71753059977352,-122.48154283574766,"(37.71753059977352, -122.48154283574766)"
2018/10/07 11:00:00 AM,2018/10/07,11:00,2018,Sunday,2018/10/07 05:51:00 PM,72310606244,723106,180760445,182803161,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,TOWNSEND ST \ STANFORD ST,23805000,Southern,Financial District/South Beach,6,37.780182449409146,-122.39106458549364,"(37.780182449409146, -122.39106458549364)"
2018/10/06 07:00:00 PM,2018/10/06,19:00,2018,Saturday,2018/10/07 02:38:00 PM,72310706304,723107,180760097,182802090,II,Initial,,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,SUTTER ST \ KEARNY ST,24720000,Central,Financial District/South Beach,3,37.789829338038246,-122.4038415643651,"(37.789829338038246, -122.4038415643651)"
2018/10/07 03:00:00 PM,2018/10/07,15:00,2018,Sunday,2018/10/07 06:08:00 PM,72310806244,723108,180760489,182803245,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,24TH ST \ OSAGE ALY,24089000,Mission,Mission,9,37.75220444116967,-122.4190175437401,"(37.75220444116967, -122.4190175437401)"
2018/10/07 05:50:00 PM,2018/10/07,17:50,2018,Sunday,2018/10/07 05:50:00 PM,72310912080,723109,180760467,182803151,II,Initial,,12080,Weapons Carrying Etc,Weapons Offense,"Firearm, Possession By Prohibited Person",Cite or Arrest Adult,LA SALLE AVE \ WHITFIELD CT,20128000,Bayview,Bayview Hunters Point,10,37.73117466009325,-122.3816081442244,"(37.73117466009325, -122.3816081442244)"
2018/10/07 05:50:00 PM,2018/10/07,17:50,2018,Sunday,2018/10/07 05:50:00 PM,72310912168,723109,180760467,182803151,II,Initial,,12168,Weapons Carrying Etc,Weapons Offense,"Firearm, Loaded, in Vehicle, Possession or Use",Cite or Arrest Adult,LA SALLE AVE \ WHITFIELD CT,20128000,Bayview,Bayview Hunters Point,10,37.73117466009325,-122.3816081442244,"(37.73117466009325, -122.3816081442244)"
2018/10/07 05:55:00 PM,2018/10/07,17:55,2018,Sunday,2018/10/07 06:10:00 PM,72311072000,723110,180760570,182803325,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,19TH ST \ DOLORES ST,25683000,Mission,Castro/Upper Market,8,37.759829612490556,-122.42592030312977,"(37.759829612490556, -122.42592030312977)"
2018/10/07 06:05:00 PM,2018/10/07,18:05,2018,Sunday,2018/10/07 06:05:00 PM,72311363010,723113,180760649,182803235,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,UNITED NATIONS PLZ \ LEAVENWORTH ST,30044000,Tenderloin,Tenderloin,6,37.77999173926721,-122.41348740024354,"(37.77999173926721, -122.41348740024354)"
2018/10/07 12:00:00 PM,2018/10/07,12:00,2018,Sunday,2018/10/07 06:20:00 PM,72311406244,723114,180760564,182803303,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRANCISCO ST \ JONES ST,25528000,Central,Russian Hill,2,37.80427681522903,-122.41669632740751,"(37.80427681522903, -122.41669632740751)"
2018/10/07 06:30:00 PM,2018/10/07,18:30,2018,Sunday,2018/10/07 06:52:00 PM,72311564070,723115,180760661,182803470,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,16TH ST \ MISSION ST,24170000,Mission,Mission,9,37.76505133632968,-122.41966897380142,"(37.76505133632968, -122.41966897380142)"
2018/10/07 06:30:00 PM,2018/10/07,18:30,2018,Sunday,2018/10/07 06:30:00 PM,72311726170,723117,180760677,182803356,II,Initial,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,18TH ST \ LEXINGTON ST,24156000,Mission,Mission,9,37.761747492495125,-122.42081273666224,"(37.761747492495125, -122.42081273666224)"
2018/10/07 06:30:00 PM,2018/10/07,18:30,2018,Sunday,2018/10/07 06:30:00 PM,72311727130,723117,180760677,182803356,II,Initial,,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,18TH ST \ LEXINGTON ST,24156000,Mission,Mission,9,37.761747492495125,-122.42081273666224,"(37.761747492495125, -122.42081273666224)"
2018/10/07 05:30:00 PM,2018/10/07,17:30,2018,Sunday,2018/10/07 06:45:00 PM,72311826070,723118,180760655,182803426,II,Initial,,26070,Other Miscellaneous,Kidnapping,"Child Concealment, Depriving Lawful Custodian",Open or Active,WILLIAMS AVE \ NEPTUNE ST,20537000,Bayview,Bayview Hunters Point,10,37.72990988256753,-122.39717687851248,"(37.72990988256753, -122.39717687851248)"
2018/10/06 08:30:00 PM,2018/10/06,20:30,2018,Saturday,2018/10/07 06:18:00 PM,72311906243,723119,180760558,182803290,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,24TH AVE \ KIRKHAM ST,27413000,Taraval,Sunset/Parkside,4,37.75959572256557,-122.48222116381105,"(37.75959572256557, -122.48222116381105)"
2018/10/06 07:15:00 PM,2018/10/06,19:15,2018,Saturday,2018/10/07 07:16:00 PM,72312003074,723120,180760724,182803566,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,LEAVENWORTH ST \ TURK ST,24934000,Tenderloin,Tenderloin,6,37.78279444506034,-122.41405376568504,"(37.78279444506034, -122.41405376568504)"
2018/10/07 06:44:00 PM,2018/10/07,18:44,2018,Sunday,2018/10/07 06:45:00 PM,72312203074,723122,180740942,182803420,IS,Initial Supplement,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Cite or Arrest Adult,23RD ST \ ARKANSAS ST,23642000,Bayview,Potrero Hill,10,37.75482657770952,-122.39772873392515,"(37.75482657770952, -122.39772873392515)"
2018/10/07 06:44:00 PM,2018/10/07,18:44,2018,Sunday,2018/10/07 06:45:00 PM,72312263010,723122,180740942,182803420,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,23RD ST \ ARKANSAS ST,23642000,Bayview,Potrero Hill,10,37.75482657770952,-122.39772873392515,"(37.75482657770952, -122.39772873392515)"
2018/10/07 03:00:00 AM,2018/10/07,03:00,2018,Sunday,2018/10/07 07:20:00 PM,72312306303,723123,180760752,182803595,II,Initial,,06303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,01ST ST \ HOWARD ST,24532000,Southern,Financial District/South Beach,6,37.78853592966637,-122.39603476680188,"(37.78853592966637, -122.39603476680188)"
2018/10/07 05:00:00 PM,2018/10/07,17:00,2018,Sunday,2018/10/07 07:30:00 PM,72312407021,723124,180760774,182803628,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,21ST ST \ ALABAMA ST,23996000,Mission,Mission,9,37.75748490120071,-122.41142437143391,"(37.75748490120071, -122.41142437143391)"
2018/10/07 03:47:00 PM,2018/10/07,15:47,2018,Sunday,2018/10/07 03:58:00 PM,72312562030,723125,180760332,182802551,II,Initial,,62030,Warrant,Warrant,"Warrant Arrest, Enroute To Parole",Cite or Arrest Adult,GEARY BLVD \ 33RD AVE,27854000,Richmond,Outer Richmond,1,37.77968836851533,-122.49329725780642,"(37.77968836851533, -122.49329725780642)"
2018/10/07 04:45:00 PM,2018/10/07,16:45,2018,Sunday,2018/10/07 04:52:00 PM,72312615200,723126,180760423,182802848,II,Initial,,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Open or Active,GRACE ST \ MISSION ST,24309000,Southern,South of Market,6,37.77560725599502,-122.4154847516124,"(37.77560725599502, -122.4154847516124)"
2018/10/07 04:45:00 PM,2018/10/07,16:45,2018,Sunday,2018/10/07 04:52:00 PM,72312626036,723126,180760423,182802848,II,Initial,,26036,Arson,Arson,"Arson, Inhabited Dwelling",Open or Active,GRACE ST \ MISSION ST,24309000,Southern,South of Market,6,37.77560725599502,-122.4154847516124,"(37.77560725599502, -122.4154847516124)"
2018/10/07 12:46:00 PM,2018/10/07,12:46,2018,Sunday,2018/10/07 07:45:00 PM,72312707041,723127,180759802,182801797,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,03RD ST \ SALINAS AVE,20475000,Southern,Bayview Hunters Point,10,37.720740035734394,-122.39646333261608,"(37.720740035734394, -122.39646333261608)"
2018/10/07 06:00:00 PM,2018/10/07,18:00,2018,Sunday,2018/10/07 07:00:00 PM,72312806244,723128,180760702,182803502,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,MONTGOMERY ST \ COLUMBUS AVE \ WASHINGTON ST,24758000,Central,Chinatown,3,37.79553183163968,-122.40331694612632,"(37.79553183163968, -122.40331694612632)"
2018/10/06 03:00:00 PM,2018/10/06,15:00,2018,Saturday,2018/10/07 02:39:00 PM,72312906126,723129,180760605,182802228,II,Initial,,06126,Larceny Theft,Larceny Theft - Other,Theft of Computers or Cell Phones,Open or Active,19TH ST \ FLORIDA ST,24030000,Mission,Mission,9,37.760427451635174,-122.41096197259283,"(37.760427451635174, -122.41096197259283)"
2018/10/06 03:00:00 PM,2018/10/06,15:00,2018,Saturday,2018/10/07 02:39:00 PM,72312927195,723129,180760605,182802228,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Open or Active,19TH ST \ FLORIDA ST,24030000,Mission,Mission,9,37.760427451635174,-122.41096197259283,"(37.760427451635174, -122.41096197259283)"
2018/10/07 03:45:00 PM,2018/10/07,15:45,2018,Sunday,2018/10/07 03:48:00 PM,72313019020,723130,180760263,182802558,II,Initial,,19020,Disorderly Conduct,Disorderly Conduct,"Disturbing The Peace, Commotion",Cite or Arrest Adult,GEARY BLVD \ 09TH AVE,27289000,Richmond,Inner Richmond,1,37.78087971382918,-122.46748765384258,"(37.78087971382918, -122.46748765384258)"
2018/10/07 03:45:00 PM,2018/10/07,15:45,2018,Sunday,2018/10/07 03:48:00 PM,72313019024,723130,180760263,182802558,II,Initial,,19024,Disorderly Conduct,Disorderly Conduct,"Disturbing The Peace, Fighting",Cite or Arrest Adult,GEARY BLVD \ 09TH AVE,27289000,Richmond,Inner Richmond,1,37.78087971382918,-122.46748765384258,"(37.78087971382918, -122.46748765384258)"
2018/10/07 03:45:00 PM,2018/10/07,15:45,2018,Sunday,2018/10/07 03:48:00 PM,72313027195,723130,180760263,182802558,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,GEARY BLVD \ 09TH AVE,27289000,Richmond,Inner Richmond,1,37.78087971382918,-122.46748765384258,"(37.78087971382918, -122.46748765384258)"
2018/10/07 03:36:00 AM,2018/10/07,03:36,2018,Sunday,2018/10/07 08:03:00 PM,72313168020,723131,180760843,182803745,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,21ST ST \ TREAT AVE,23999000,Mission,Mission,9,37.75736346172196,-122.41344685469947,"(37.75736346172196, -122.41344685469947)"
2018/10/07 07:00:00 PM,2018/10/07,19:00,2018,Sunday,2018/10/07 07:40:00 PM,72313228150,723132,180760809,182803668,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,WALLER ST \ STANYAN ST,26433000,Park,Golden Gate Park,5,37.768246024114525,-122.45335228997452,"(37.768246024114525, -122.45335228997452)"
2018/10/07 07:30:00 PM,2018/10/07,19:30,2018,Sunday,2018/10/07 07:37:00 PM,72313319090,723133,180760815,182803658,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,SPEAR ST \ FOLSOM ST,23607000,Southern,Financial District/South Beach,6,37.79006979947905,-122.39097101886335,"(37.79006979947905, -122.39097101886335)"
2018/10/07 07:30:00 PM,2018/10/07,19:30,2018,Sunday,2018/10/07 07:37:00 PM,72313365010,723133,180760815,182803658,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,SPEAR ST \ FOLSOM ST,23607000,Southern,Financial District/South Beach,6,37.79006979947905,-122.39097101886335,"(37.79006979947905, -122.39097101886335)"
2018/10/07 07:30:00 PM,2018/10/07,19:30,2018,Sunday,2018/10/07 07:37:00 PM,72313368020,723133,180760815,182803658,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Cite or Arrest Adult,SPEAR ST \ FOLSOM ST,23607000,Southern,Financial District/South Beach,6,37.79006979947905,-122.39097101886335,"(37.79006979947905, -122.39097101886335)"
2018/10/06 09:30:00 PM,2018/10/06,21:30,2018,Saturday,2018/10/07 08:13:00 PM,72313406373,723134,180760865,182803777,II,Initial,,06373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,LOMBARD ST \ WEBSTER ST,26748000,Northern,Marina,2,37.80005154768055,-122.43440469982856,"(37.80005154768055, -122.43440469982856)"
2018/10/07 05:00:00 AM,2018/10/07,05:00,2018,Sunday,2018/10/07 06:34:00 PM,72313506301,723135,180760746,182803376,II,Initial,,06301,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, <$50",Open or Active,OFARRELL ST \ JONES ST,24945000,Tenderloin,Tenderloin,6,37.78578958358186,-122.41296966814406,"(37.78578958358186, -122.41296966814406)"
2018/10/01 10:00:00 PM,2018/10/01,22:00,2018,Monday,2018/10/07 06:28:00 PM,72313706372,723137,180760592,182803190,II,Initial,,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,PARKER AVE \ LONE MOUNTAIN TER,32828000,Park,Lone Mountain/USF,1,37.77905452162008,-122.45366859165537,"(37.77905452162008, -122.45366859165537)"
2018/10/07 07:45:00 PM,2018/10/07,19:45,2018,Sunday,2018/10/07 07:50:00 PM,72313904134,723139,180760887,182803702,II,Initial,,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,BEACH ST \ JONES ST,25595000,Central,North Beach,3,37.80707251301197,-122.41726063240938,"(37.80707251301197, -122.41726063240938)"
2018/10/07 07:45:00 PM,2018/10/07,19:45,2018,Sunday,2018/10/07 07:50:00 PM,72313915015,723139,180760887,182803702,II,Initial,,15015,Family Offense,Child Abuse,"Child, Inflicting Physical Pain, Mental Suffering, or Death",Cite or Arrest Adult,BEACH ST \ JONES ST,25595000,Central,North Beach,3,37.80707251301197,-122.41726063240938,"(37.80707251301197, -122.41726063240938)"
2018/10/07 07:45:00 PM,2018/10/07,19:45,2018,Sunday,2018/10/07 07:50:00 PM,72313919090,723139,180760887,182803702,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Cite or Arrest Adult,BEACH ST \ JONES ST,25595000,Central,North Beach,3,37.80707251301197,-122.41726063240938,"(37.80707251301197, -122.41726063240938)"
2018/10/07 05:32:00 PM,2018/10/07,17:32,2018,Sunday,2018/10/07 05:47:00 PM,72314007053,723140,180760508,182803074,II,Initial,,07053,Vehicle Impounded,Vehicle Impounded,"Vehicle, Impounded",Cite or Arrest Adult,FELL ST \ JOHN F KENNEDY DR \ OAK ST \ STANYAN ST,32856000,Park,Golden Gate Park,5,37.77142839452741,-122.45397952360916,"(37.77142839452741, -122.45397952360916)"
2018/10/07 05:32:00 PM,2018/10/07,17:32,2018,Sunday,2018/10/07 05:47:00 PM,72314065056,723140,180760508,182803074,II,Initial,,65056,Other Miscellaneous,Liquor Law Violation,"Driving While Under The Influence Of Alcohol, w/Injury",Cite or Arrest Adult,FELL ST \ JOHN F KENNEDY DR \ OAK ST \ STANYAN ST,32856000,Park,Golden Gate Park,5,37.77142839452741,-122.45397952360916,"(37.77142839452741, -122.45397952360916)"
2018/10/07 05:32:00 PM,2018/10/07,17:32,2018,Sunday,2018/10/07 05:47:00 PM,72314068050,723140,180760508,182803074,II,Initial,,68050,Traffic Collision,Traffic Collision,Traffic Collision,Cite or Arrest Adult,FELL ST \ JOHN F KENNEDY DR \ OAK ST \ STANYAN ST,32856000,Park,Golden Gate Park,5,37.77142839452741,-122.45397952360916,"(37.77142839452741, -122.45397952360916)"
2018/10/07 03:30:00 PM,2018/10/07,15:30,2018,Sunday,2018/10/07 03:40:00 PM,72314172000,723141,180760984,182803974,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,GREEN ST \ POWELL ST,25412000,Central,Chinatown,3,37.79930285244731,-122.41064427447627,"(37.79930285244731, -122.41064427447627)"
2018/10/07 04:22:00 PM,2018/10/07,16:22,2018,Sunday,2018/10/07 04:22:00 PM,72314251040,723142,180760683,182802712,II,Initial,,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,THE EMBARCADERO \ BEACH ST \ GRANT AVE,25475000,Central,North Beach,3,37.80811075299725,-122.40905049651286,"(37.80811075299725, -122.40905049651286)"
2018/10/07 05:05:00 PM,2018/10/07,17:05,2018,Sunday,2018/10/07 05:06:00 PM,72314304134,723143,180760382,182802937,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,WALLER ST \ SHRADER ST,26429000,Park,Haight Ashbury,5,37.7684455246981,-122.45167593788523,"(37.7684455246981, -122.45167593788523)"
