Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/10/06 07:00:00 AM,2018/10/06,07:00,2018,Saturday,2018/10/07 05:58:00 PM,72314405021,723144,180760542,182803198,II,Initial,,05021,Burglary,Burglary - Residential,"Burglary, Flat, Forcible Entry",Open or Active,OAKDALE AVE \ PHELPS ST,20679000,Bayview,Bayview Hunters Point,10,37.7367286511018,-122.3940928342111,"(37.7367286511018, -122.3940928342111)"
2018/10/07 07:28:00 PM,2018/10/07,19:28,2018,Sunday,2018/10/07 07:31:00 PM,72314507055,723145,180760859,182802910,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Cite or Arrest Adult,JESSIE EAST ST \ MISSION ST,35047000,Southern,South of Market,6,37.784006612420036,-122.40486479517743,"(37.784006612420036, -122.40486479517743)"
2018/10/07 05:05:00 AM,2018/10/07,05:05,2018,Sunday,2018/10/07 05:21:00 AM,72314668000,723146,180759119,182800640,II,Initial,,68000,Fire Report,Fire Report,Fire Report,Open or Active,06TH ST \ MISSION ST,24293000,Southern,South of Market,6,37.780971182329765,-122.4087086749172,"(37.780971182329765, -122.4087086749172)"
2018/10/07 07:30:00 PM,2018/10/07,19:30,2018,Sunday,2018/10/07 07:30:00 PM,72314727195,723147,180760821,182803630,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,WALLER ST \ CLAYTON ST,26407000,Park,Haight Ashbury,5,37.76886462793857,-122.44838968682683,"(37.76886462793857, -122.44838968682683)"
2018/10/07 07:30:00 PM,2018/10/07,19:30,2018,Sunday,2018/10/07 07:30:00 PM,72314728150,723147,180760821,182803630,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Cite or Arrest Adult,WALLER ST \ CLAYTON ST,26407000,Park,Haight Ashbury,5,37.76886462793857,-122.44838968682683,"(37.76886462793857, -122.44838968682683)"
2018/10/06 05:31:00 AM,2018/10/06,05:31,2018,Saturday,2018/10/07 07:06:00 PM,72314805013,723148,180760718,182802577,II,Initial,,05013,Burglary,Burglary - Residential,"Burglary, Apartment House, Unlawful Entry",Open or Active,EDDY ST \ GOUGH ST,26490000,Northern,Western Addition,5,37.782477050575544,-122.42410820197163,"(37.782477050575544, -122.42410820197163)"
2018/10/07 08:45:00 PM,2018/10/07,20:45,2018,Sunday,2018/10/07 08:52:00 PM,72314904014,723149,180760990,182803908,II,Initial,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,BLYTHDALE AVE \ HAHN ST,20414000,Ingleside,Visitacion Valley,10,37.7104731731613,-122.4166484620639,"(37.7104731731613, -122.4166484620639)"
2018/10/07 08:21:00 PM,2018/10/07,20:21,2018,Sunday,2018/10/07 08:25:00 PM,72315004134,723150,180760928,182803807,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,30TH AVE \ CALIFORNIA ST,28023000,Richmond,Outer Richmond,1,37.783639955598574,-122.49036449148453,"(37.783639955598574, -122.49036449148453)"
2018/10/07 08:30:00 PM,2018/10/07,20:30,2018,Sunday,2018/10/07 09:00:00 PM,72315175000,723151,180753939,182803865,IS,Initial Supplement,,75000,Missing Person,Missing Person,Found Person,Open or Active,FULTON ST \ LAGUNA ST,25958000,Northern,Hayes Valley,5,37.778328562984456,-122.42664149985119,"(37.778328562984456, -122.42664149985119)"
2018/10/07 04:03:00 PM,2018/10/07,16:03,2018,Sunday,2018/10/07 04:11:00 PM,72315204134,723152,180760310,182802655,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,EDDY ST \ HYDE ST,25138000,Tenderloin,Tenderloin,6,37.78351564008561,-122.41588253952085,"(37.78351564008561, -122.41588253952085)"
2018/10/07 04:03:00 PM,2018/10/07,16:03,2018,Sunday,2018/10/07 04:11:00 PM,72315206361,723152,180760310,182802655,II,Initial,,06361,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, <$50",Open or Active,EDDY ST \ HYDE ST,25138000,Tenderloin,Tenderloin,6,37.78351564008561,-122.41588253952085,"(37.78351564008561, -122.41588253952085)"
2018/10/07 04:03:00 PM,2018/10/07,16:03,2018,Sunday,2018/10/07 04:11:00 PM,72315228150,723152,180760310,182802655,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,EDDY ST \ HYDE ST,25138000,Tenderloin,Tenderloin,6,37.78351564008561,-122.41588253952085,"(37.78351564008561, -122.41588253952085)"
2018/10/07 03:56:00 PM,2018/10/07,15:56,2018,Sunday,2018/10/07 03:56:00 PM,72315307041,723153,180758309,182802190,IS,Initial Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,BRYANT ST \ LANGTON ST,23876000,Southern,South of Market,6,37.77385630397913,-122.40528580238285,"(37.77385630397913, -122.40528580238285)"
2018/10/07 08:40:00 PM,2018/10/07,20:40,2018,Sunday,2018/10/07 08:47:00 PM,72315404013,723154,180761017,182803894,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,46TH AVE \ JUDAH ST,27947000,Taraval,Sunset/Parkside,4,37.7604244265039,-122.50592811171158,"(37.7604244265039, -122.50592811171158)"
2018/10/07 08:40:00 PM,2018/10/07,20:40,2018,Sunday,2018/10/07 08:47:00 PM,72315419057,723154,180761017,182803894,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Cite or Arrest Adult,46TH AVE \ JUDAH ST,27947000,Taraval,Sunset/Parkside,4,37.7604244265039,-122.50592811171158,"(37.7604244265039, -122.50592811171158)"
2018/10/07 08:40:00 PM,2018/10/07,20:40,2018,Sunday,2018/10/07 08:47:00 PM,72315428150,723154,180761017,182803894,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Cite or Arrest Adult,46TH AVE \ JUDAH ST,27947000,Taraval,Sunset/Parkside,4,37.7604244265039,-122.50592811171158,"(37.7604244265039, -122.50592811171158)"
2018/10/06 02:53:00 PM,2018/10/06,14:53,2018,Saturday,2018/10/07 09:52:00 PM,72315564070,723155,180761089,182804123,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,OLIVE ST \ LARKIN ST,25151000,Tenderloin,Tenderloin,6,37.784709803078236,-122.41780582056246,"(37.784709803078236, -122.41780582056246)"
2018/10/07 07:55:00 PM,2018/10/07,19:55,2018,Sunday,2018/10/07 09:52:00 PM,72315671000,723156,180761095,182804124,II,Initial,,71000,Lost Property,Lost Property,Lost Property,Open or Active,30TH ST \ MISSION ST,21329000,Ingleside,Bernal Heights,9,37.74237539724614,-122.42196876280964,"(37.74237539724614, -122.42196876280964)"
2018/10/07 04:21:00 PM,2018/10/07,16:21,2018,Sunday,2018/10/07 04:21:00 PM,72315765015,723157,180760304,182802705,II,Initial,,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,GIRARD ST \ FELTON ST,20654000,Bayview,Portola,9,37.72977664956622,-122.40558918634481,"(37.72977664956622, -122.40558918634481)"
2018/10/06 08:00:00 PM,2018/10/06,20:00,2018,Saturday,2018/10/07 03:50:00 PM,72315905011,723159,180760536,182802562,II,Initial,,05011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Open or Active,CHURCH ST \ 15TH ST,25727000,Mission,Castro/Upper Market,8,37.766130012668775,-122.42881914900947,"(37.766130012668775, -122.42881914900947)"
2018/10/06 10:00:00 PM,2018/10/06,22:00,2018,Saturday,2018/10/07 03:23:00 PM,72316010115,723160,180760451,182802419,II,Initial,,10115,Fraud,Fraud,"Theft, Trick And Device, Felony",Open or Active,SANTA FE AVE \ QUINT ST,20738000,Bayview,Bayview Hunters Point,10,37.73335135825967,-122.40003563410093,"(37.73335135825967, -122.40003563410093)"
2018/10/06 10:00:00 PM,2018/10/06,22:00,2018,Saturday,2018/10/07 03:23:00 PM,72316019057,723160,180760451,182802419,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,SANTA FE AVE \ QUINT ST,20738000,Bayview,Bayview Hunters Point,10,37.73335135825967,-122.40003563410093,"(37.73335135825967, -122.40003563410093)"
2018/10/06 10:00:00 PM,2018/10/06,22:00,2018,Saturday,2018/10/07 03:23:00 PM,72316026040,723160,180760451,182802419,II,Initial,,26040,Other Miscellaneous,Extortion-Blackmail,"Extortion, Attempted",Open or Active,SANTA FE AVE \ QUINT ST,20738000,Bayview,Bayview Hunters Point,10,37.73335135825967,-122.40003563410093,"(37.73335135825967, -122.40003563410093)"
2018/10/07 12:00:00 PM,2018/10/07,12:00,2018,Sunday,2018/10/07 07:27:00 PM,72316104134,723161,180760780,182803248,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,GUERRERO ST \ LAGUNA ST \ MARKET ST,30757000,Southern,Mission,8,37.770747744629546,-122.42485259980006,"(37.770747744629546, -122.42485259980006)"
2018/10/07 09:17:00 PM,2018/10/07,21:17,2018,Sunday,2018/10/07 09:29:00 PM,72316204092,723162,180761073,182804000,II,Initial,,04092,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",Open or Active,27TH ST \ SAN JOSE AVE,21352000,Mission,Bernal Heights,9,37.74723063357115,-122.42140560685645,"(37.74723063357115, -122.42140560685645)"
2018/10/07 09:06:00 PM,2018/10/07,21:06,2018,Sunday,2018/10/07 09:06:00 PM,72316304014,723163,180705968,182803978,IS,Initial Supplement,,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,HYDE ST \ TURK ST,24933000,Tenderloin,Tenderloin,6,37.78258503232177,-122.41569387441227,"(37.78258503232177, -122.41569387441227)"
2018/10/07 04:54:00 PM,2018/10/07,16:54,2018,Sunday,2018/10/07 04:58:00 PM,72316404134,723164,180760354,182802912,II,Initial,,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,VAN DYKE AVE \ LANE ST,20505000,Bayview,Bayview Hunters Point,10,37.72915975311489,-122.39241507518486,"(37.72915975311489, -122.39241507518486)"
2018/10/07 06:41:00 PM,2018/10/07,18:41,2018,Sunday,2018/10/07 06:41:00 PM,72316516110,723165,180760633,182803410,II,Initial,,16110,Drug Offense,Drug Violation,"Heroin, Possession For Sale",Cite or Arrest Adult,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,24429000,Tenderloin,Tenderloin,6,37.77871942789032,-122.4147412230519,"(37.77871942789032, -122.4147412230519)"
2018/10/07 06:41:00 PM,2018/10/07,18:41,2018,Sunday,2018/10/07 06:41:00 PM,72316516622,723165,180760633,182803410,II,Initial,,16622,Drug Offense,Drug Violation,"Cocaine, Possession For Sale",Cite or Arrest Adult,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,24429000,Tenderloin,Tenderloin,6,37.77871942789032,-122.4147412230519,"(37.77871942789032, -122.4147412230519)"
2018/10/07 06:41:00 PM,2018/10/07,18:41,2018,Sunday,2018/10/07 06:41:00 PM,72316516652,723165,180760633,182803410,II,Initial,,16652,Drug Offense,Drug Violation,"Methamphetamine, Possession For Sale",Cite or Arrest Adult,08TH ST \ GROVE ST \ HYDE ST \ MARKET ST,24429000,Tenderloin,Tenderloin,6,37.77871942789032,-122.4147412230519,"(37.77871942789032, -122.4147412230519)"
2018/10/07 07:20:00 PM,2018/10/07,19:20,2018,Sunday,2018/10/07 07:22:00 PM,72316662020,723166,180761164,182803607,II,Initial,,62020,Warrant,Warrant,"Warrant Arrest, Enroute To Dept. Of Corrections",Cite or Arrest Adult,03RD ST \ NEWCOMB AVE,20660000,Bayview,Bayview Hunters Point,10,37.73559051983254,-122.39041626502802,"(37.73559051983254, -122.39041626502802)"
2018/10/07 01:30:00 PM,2018/10/07,13:30,2018,Sunday,2018/10/07 05:10:00 PM,72316705073,723167,180760398,182802919,II,Initial,,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,JUDAH ST \ 09TH AVE,27147000,Taraval,Inner Sunset,5,37.76217504095573,-122.46618055550606,"(37.76217504095573, -122.46618055550606)"
2018/10/07 08:58:00 PM,2018/10/07,20:58,2018,Sunday,2018/10/07 08:58:00 PM,72316865010,723168,180760978,182803938,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,ENTERPRISE ST \ FOLSOM ST,24136000,Mission,Mission,9,37.764705299011204,-122.41525065017504,"(37.764705299011204, -122.41525065017504)"
2018/10/07 08:58:00 PM,2018/10/07,20:58,2018,Sunday,2018/10/07 08:58:00 PM,72316865016,723168,180760978,182803938,II,Initial,,65016,Other Miscellaneous,Other,"Driving, License Suspended or Revoked",Cite or Arrest Adult,ENTERPRISE ST \ FOLSOM ST,24136000,Mission,Mission,9,37.764705299011204,-122.41525065017504,"(37.764705299011204, -122.41525065017504)"
2018/10/07 07:30:00 PM,2018/10/07,19:30,2018,Sunday,2018/10/07 07:47:00 PM,72316964020,723169,180760893,182803671,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,30TH AVE \ IRVING ST,27717000,Taraval,Sunset/Parkside,4,37.76304254118407,-122.4889097354019,"(37.76304254118407, -122.4889097354019)"
2018/10/06 03:48:00 AM,2018/10/06,03:48,2018,Saturday,2018/10/07 08:32:00 PM,72317006372,723170,180760956,182803416,II,Initial,,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,DOUGLASS ST \ 17TH ST \ CORBETT AVE,26162000,Park,Castro/Upper Market,8,37.76222686615962,-122.43949132387768,"(37.76222686615962, -122.43949132387768)"
2018/10/07 09:52:00 PM,2018/10/07,21:52,2018,Sunday,2018/10/07 09:52:00 PM,72317251040,723172,180761114,182804127,II,Initial,,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,TRANSVERSE DR \ CROSSOVER DR,32864000,Richmond,Golden Gate Park,1,37.771888002674366,-122.48178535638617,"(37.771888002674366, -122.48178535638617)"
2018/10/07 09:02:00 PM,2018/10/07,21:02,2018,Sunday,2018/10/07 09:03:00 PM,72317365016,723173,180761023,182803956,II,Initial,,65016,Other Miscellaneous,Other,"Driving, License Suspended or Revoked",Cite or Arrest Adult,BLYTHDALE AVE \ HAHN ST,20414000,Ingleside,Visitacion Valley,10,37.7104731731613,-122.4166484620639,"(37.7104731731613, -122.4166484620639)"
2018/10/07 09:02:00 PM,2018/10/07,21:02,2018,Sunday,2018/10/07 09:03:00 PM,72317365030,723173,180761023,182803956,II,Initial,,65030,Other Miscellaneous,Other,"Driving, Speeding",Cite or Arrest Adult,BLYTHDALE AVE \ HAHN ST,20414000,Ingleside,Visitacion Valley,10,37.7104731731613,-122.4166484620639,"(37.7104731731613, -122.4166484620639)"
2018/10/05 11:53:00 PM,2018/10/05,23:53,2018,Friday,2018/10/07 09:30:00 PM,72317404144,723174,180761039,182804050,II,Initial,,04144,Assault,Simple Assault,"Battery, Sexual",Open or Active,VIA BUFANO \ GREENWICH ST,25452000,Central,North Beach,3,37.802050230194,-122.41160002289354,"(37.802050230194, -122.41160002289354)"
2018/10/05 11:53:00 PM,2018/10/05,23:53,2018,Friday,2018/10/07 09:30:00 PM,72317406153,723174,180761039,182804050,II,Initial,,06153,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $200-$950 (other than Pickpocket)",Open or Active,VIA BUFANO \ GREENWICH ST,25452000,Central,North Beach,3,37.802050230194,-122.41160002289354,"(37.802050230194, -122.41160002289354)"
2018/10/07 10:30:00 PM,2018/10/07,22:30,2018,Sunday,2018/10/07 10:54:00 PM,72317503071,723175,180761261,182804327,II,Initial,,03071,Robbery,Robbery - Other,"Robbery, W/ Gun",Open or Active,EUCLID AVE \ LAUREL ST,26911000,Richmond,Presidio Heights,2,37.78468842771265,-122.4492695977712,"(37.78468842771265, -122.4492695977712)"
2018/10/07 09:55:00 PM,2018/10/07,21:55,2018,Sunday,2018/10/07 10:01:00 PM,72317603071,723176,180761158,182804155,II,Initial,,03071,Robbery,Robbery - Other,"Robbery, W/ Gun",Open or Active,ELLIS ST \ HYDE ST,25144000,Tenderloin,Tenderloin,6,37.784448840613585,-122.41607173623363,"(37.784448840613585, -122.41607173623363)"
2018/10/07 09:18:00 PM,2018/10/07,21:18,2018,Sunday,2018/10/07 09:28:00 PM,72317712173,723177,180761067,182804015,II,Initial,,12173,Weapons Carrying Etc,Weapons Offense,"Ammunition, Poss. By Prohibited Person",Cite or Arrest Adult,LINCOLN WAY \ 12TH AVE,27175000,Richmond,Inner Sunset,5,37.765782668831136,-122.46965385001671,"(37.765782668831136, -122.46965385001671)"
2018/10/07 09:18:00 PM,2018/10/07,21:18,2018,Sunday,2018/10/07 09:28:00 PM,72317726150,723177,180761067,182804015,II,Initial,,26150,Other Miscellaneous,Other,"Parole Violation, Adult",Cite or Arrest Adult,LINCOLN WAY \ 12TH AVE,27175000,Richmond,Inner Sunset,5,37.765782668831136,-122.46965385001671,"(37.765782668831136, -122.46965385001671)"
2018/10/07 09:18:00 PM,2018/10/07,21:18,2018,Sunday,2018/10/07 09:28:00 PM,72317727131,723177,180761067,182804015,II,Initial,,27131,Other Miscellaneous,Other,"Burglary Tools, Possession Of w/prior",Cite or Arrest Adult,LINCOLN WAY \ 12TH AVE,27175000,Richmond,Inner Sunset,5,37.765782668831136,-122.46965385001671,"(37.765782668831136, -122.46965385001671)"
2018/10/07 08:10:00 PM,2018/10/07,20:10,2018,Sunday,2018/10/07 08:17:00 PM,72317803474,723178,180760940,182803782,II,Initial,,03474,Robbery,Robbery - Other,"Robbery, Att., W/ Force",Cite or Arrest Adult,ELLIS ST \ POWELL ST,24894000,Central,Financial District/South Beach,3,37.785491559268934,-122.40785252141461,"(37.785491559268934, -122.40785252141461)"
2018/10/07 08:54:00 PM,2018/10/07,20:54,2018,Sunday,2018/10/07 08:54:00 PM,72317962030,723179,180761051,182803922,II,Initial,,62030,Warrant,Warrant,"Warrant Arrest, Enroute To Parole",Cite or Arrest Adult,ELLIS ST \ POWELL ST,24894000,Central,Financial District/South Beach,3,37.785491559268934,-122.40785252141461,"(37.785491559268934, -122.40785252141461)"
2018/10/07 08:54:00 PM,2018/10/07,20:54,2018,Sunday,2018/10/07 08:54:00 PM,72317968020,723179,180761051,182803922,II,Initial,,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Cite or Arrest Adult,ELLIS ST \ POWELL ST,24894000,Central,Financial District/South Beach,3,37.785491559268934,-122.40785252141461,"(37.785491559268934, -122.40785252141461)"
2018/10/07 04:21:00 PM,2018/10/07,16:21,2018,Sunday,2018/10/07 04:38:00 PM,72318004134,723180,180760326,182802719,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,CALIFORNIA ST \ DRUMM ST,30049000,Central,Financial District/South Beach,3,37.793663777154755,-122.39639041612962,"(37.793663777154755, -122.39639041612962)"
2018/10/04 07:50:00 PM,2018/10/04,19:50,2018,Thursday,2018/10/07 08:14:00 PM,72318104134,723181,180761283,182803997,II,Initial,,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,STEVENSON ST \ 06TH ST,24295000,Tenderloin,South of Market,6,37.78175432665782,-122.40969326320398,"(37.78175432665782, -122.40969326320398)"
2018/10/07 09:45:00 PM,2018/10/07,21:45,2018,Sunday,2018/10/07 09:45:00 PM,72318205014,723182,180761142,182804106,II,Initial,,05014,Larceny Theft,Theft From Vehicle,"Burglary, Vehicle (Arrest made)",Cite or Arrest Adult,STEINER ST \ FELL ST,26038000,Northern,Hayes Valley,5,37.774692659698076,-122.43264862280408,"(37.774692659698076, -122.43264862280408)"
2018/10/07 09:45:00 PM,2018/10/07,21:45,2018,Sunday,2018/10/07 09:45:00 PM,72318226170,723182,180761142,182804106,II,Initial,,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,STEINER ST \ FELL ST,26038000,Northern,Hayes Valley,5,37.774692659698076,-122.43264862280408,"(37.774692659698076, -122.43264862280408)"
2018/10/07 09:45:00 PM,2018/10/07,21:45,2018,Sunday,2018/10/07 09:45:00 PM,72318227130,723182,180761142,182804106,II,Initial,,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,STEINER ST \ FELL ST,26038000,Northern,Hayes Valley,5,37.774692659698076,-122.43264862280408,"(37.774692659698076, -122.43264862280408)"
2018/10/07 03:00:00 PM,2018/10/07,15:00,2018,Sunday,2018/10/07 06:22:00 PM,72318306154,723183,180760962,182803318,II,Initial,,06154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,MASON ST \ BEACH ST,25485000,Central,North Beach,3,37.80748251193778,-122.41397500878728,"(37.80748251193778, -122.41397500878728)"
2018/10/07 09:45:00 PM,2018/10/07,21:45,2018,Sunday,2018/10/07 11:45:00 PM,72318406244,723184,180761368,182804466,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,16TH ST \ GUERRERO ST,25698000,Mission,Mission,8,37.764783451283925,-122.42410268505228,"(37.764783451283925, -122.42410268505228)"
